Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Loss Category,Loss per User ($),Period,Severity Score
France,2024,Man-in-the-Middle,Retail,60.4,774913,Unknown,Unpatched Software,Antivirus,43,Medium,77.94,2020 & After,0.673
China,2024,Phishing,IT,24.92,852327,Unknown,Zero-day,VPN,44,Low,29.24,2020 & After,0.491
Australia,2019,DDoS,IT,32.06,775033,Hacker Group,Zero-day,Antivirus,8,Low,41.37,Before 2020,0.503
China,2022,Phishing,Telecommunications,71.77,823093,Insider,Zero-day,Firewall,36,Medium,87.2,2020 & After,0.76
France,2018,Phishing,Government,70.59,947445,Insider,Social Engineering,Encryption,59,Medium,74.51,Before 2020,0.803
Japan,2018,DDoS,IT,75.34,972713,Unknown,Unpatched Software,Encryption,71,Medium,77.45,Before 2020,0.841
France,2023,Malware,Banking,9.99,116840,Unknown,Zero-day,Firewall,51,Low,85.5,2020 & After,0.107
USA,2021,Ransomware,Telecommunications,91.94,710953,Unknown,Zero-day,Firewall,9,High,129.32,2020 & After,0.836
Russia,2015,DDoS,IT,66.09,467190,Nation-state,Social Engineering,AI-based Detection,25,Medium,141.46,Before 2020,0.584
Germany,2024,Phishing,Healthcare,66.73,540773,Unknown,Unpatched Software,VPN,15,Medium,123.4,2020 & After,0.617
Australia,2018,SQL Injection,Banking,40.11,874040,Unknown,Social Engineering,Firewall,6,Medium,45.89,Before 2020,0.59
Australia,2022,SQL Injection,Healthcare,60.71,8498,Nation-state,Weak Passwords,VPN,17,Medium,7144.03,2020 & After,0.368
USA,2016,DDoS,IT,18.48,112881,Hacker Group,Social Engineering,VPN,32,Low,163.71,Before 2020,0.156
Japan,2018,DDoS,IT,9.9,942725,Insider,Zero-day,VPN,56,Low,10.5,Before 2020,0.437
France,2024,Phishing,Education,52.03,168684,Nation-state,Unpatched Software,VPN,27,Medium,308.45,2020 & After,0.38
Japan,2018,DDoS,Telecommunications,25.06,559274,Hacker Group,Social Engineering,Firewall,27,Low,44.81,Before 2020,0.374
UK,2016,Phishing,Retail,13.68,144856,Unknown,Unpatched Software,Antivirus,13,Low,94.44,Before 2020,0.14
Japan,2015,Malware,Banking,2.63,418914,Nation-state,Unpatched Software,Firewall,53,Low,6.28,Before 2020,0.183
Brazil,2024,Phishing,Retail,88.47,842945,Hacker Group,Weak Passwords,Firewall,67,High,104.95,2020 & After,0.868
UK,2022,DDoS,Government,50.04,841198,Unknown,Zero-day,VPN,41,Medium,59.49,2020 & After,0.637
Germany,2024,Phishing,Government,19.52,50054,Insider,Unpatched Software,Antivirus,24,Low,389.98,2020 & After,0.137
Brazil,2020,DDoS,Telecommunications,4.52,52302,Unknown,Social Engineering,VPN,58,Low,86.42,2020 & After,0.048
India,2015,Man-in-the-Middle,Banking,97.28,694308,Nation-state,Weak Passwords,VPN,66,High,140.11,Before 2020,0.862
China,2019,Malware,Telecommunications,62.67,520232,Nation-state,Weak Passwords,Encryption,53,Medium,120.47,Before 2020,0.584
Germany,2018,SQL Injection,Retail,46.34,575379,Unknown,Zero-day,AI-based Detection,35,Medium,80.54,Before 2020,0.508
Russia,2023,Man-in-the-Middle,IT,26.45,850714,Hacker Group,Unpatched Software,Encryption,6,Low,31.09,2020 & After,0.499
Germany,2023,SQL Injection,Healthcare,14.12,403325,Hacker Group,Weak Passwords,AI-based Detection,35,Low,35.01,2020 & After,0.246
Brazil,2022,Phishing,Education,80.99,345577,Insider,Unpatched Software,Encryption,4,High,234.36,2020 & After,0.624
Australia,2017,Man-in-the-Middle,IT,30.51,428352,Hacker Group,Unpatched Software,Firewall,41,Low,71.23,Before 2020,0.354
Brazil,2023,Phishing,Banking,69.45,852592,Nation-state,Zero-day,AI-based Detection,12,Medium,81.46,2020 & After,0.758
USA,2019,SQL Injection,Education,78.12,36804,Unknown,Weak Passwords,VPN,30,Medium,2122.6,Before 2020,0.483
Brazil,2020,Phishing,Telecommunications,92.63,725707,Hacker Group,Weak Passwords,AI-based Detection,9,High,127.64,2020 & After,0.846
Australia,2017,Man-in-the-Middle,Telecommunications,35.27,765929,Nation-state,Weak Passwords,Firewall,16,Low,46.05,Before 2020,0.518
Russia,2017,Man-in-the-Middle,Retail,17.22,242574,Nation-state,Social Engineering,Encryption,59,Low,70.99,Before 2020,0.2
USA,2021,SQL Injection,Education,45.52,838652,Unknown,Social Engineering,Encryption,20,Medium,54.28,2020 & After,0.609
Japan,2018,DDoS,Telecommunications,99.04,389405,Nation-state,Weak Passwords,Antivirus,53,High,254.34,Before 2020,0.75
Russia,2022,Phishing,Telecommunications,56.44,359577,Unknown,Zero-day,Encryption,38,Medium,156.96,2020 & After,0.483
India,2022,Man-in-the-Middle,Telecommunications,73.24,943689,Insider,Zero-day,Firewall,32,Medium,77.61,2020 & After,0.817
Brazil,2024,SQL Injection,Education,14.69,783795,Insider,Weak Passwords,AI-based Detection,43,Low,18.74,2020 & After,0.402
Germany,2017,DDoS,Healthcare,72.05,263506,Insider,Zero-day,Encryption,49,Medium,273.43,Before 2020,0.538
Australia,2020,DDoS,Telecommunications,20.59,457184,Insider,Social Engineering,VPN,11,Low,45.04,2020 & After,0.306
India,2019,SQL Injection,Banking,68.44,186842,Nation-state,Zero-day,VPN,40,Medium,366.3,Before 2020,0.485
UK,2018,DDoS,Banking,8.81,198929,Nation-state,Weak Passwords,AI-based Detection,41,Low,44.29,Before 2020,0.132
Japan,2018,SQL Injection,Retail,51.58,65700,Hacker Group,Zero-day,Encryption,28,Medium,785.08,Before 2020,0.336
Brazil,2021,Phishing,Telecommunications,83.79,90156,Hacker Group,Unpatched Software,Antivirus,65,High,929.39,2020 & After,0.539
Australia,2015,DDoS,Telecommunications,14.55,470471,Nation-state,Unpatched Software,VPN,53,Low,30.93,Before 2020,0.276
China,2021,Malware,Retail,20.52,33426,Unknown,Social Engineering,Antivirus,16,Low,613.89,2020 & After,0.137
Russia,2024,Malware,Education,83.29,143037,Insider,Unpatched Software,Firewall,47,High,582.3,2020 & After,0.557
Germany,2022,Ransomware,Telecommunications,79.77,151930,Unknown,Zero-day,Encryption,4,Medium,525.04,2020 & After,0.539
China,2018,Malware,Education,97.2,499651,Nation-state,Zero-day,Encryption,50,High,194.54,Before 2020,0.783
Brazil,2017,DDoS,Education,41.63,249211,Insider,Zero-day,AI-based Detection,59,Medium,167.05,Before 2020,0.35
Germany,2024,SQL Injection,IT,1.01,470074,Insider,Weak Passwords,Encryption,9,Low,2.15,2020 & After,0.194
Japan,2015,Phishing,Banking,87.5,429920,Nation-state,Zero-day,Encryption,37,High,203.53,Before 2020,0.697
Australia,2019,SQL Injection,Healthcare,0.75,269314,Unknown,Social Engineering,VPN,64,Low,2.78,Before 2020,0.112
UK,2019,Man-in-the-Middle,Healthcare,37.16,696199,Nation-state,Weak Passwords,Encryption,42,Low,53.38,Before 2020,0.502
Russia,2020,Phishing,Banking,98.38,355505,Nation-state,Unpatched Software,AI-based Detection,35,High,276.73,2020 & After,0.733
Australia,2023,DDoS,IT,55.94,890234,Nation-state,Unpatched Software,VPN,53,Medium,62.84,2020 & After,0.692
Brazil,2019,Ransomware,Telecommunications,23.63,581616,Insider,Social Engineering,Encryption,1,Low,40.63,Before 2020,0.375
China,2021,SQL Injection,IT,39.44,155768,Nation-state,Social Engineering,AI-based Detection,19,Low,253.2,2020 & After,0.299
Australia,2024,Malware,Telecommunications,83.69,824298,Nation-state,Unpatched Software,Firewall,4,High,101.53,2020 & After,0.832
UK,2018,Malware,Government,28.88,212533,Insider,Unpatched Software,Antivirus,71,Low,135.88,Before 2020,0.258
Brazil,2019,Ransomware,Banking,10.1,47737,Hacker Group,Social Engineering,Encryption,69,Low,211.58,Before 2020,0.08
Brazil,2018,Man-in-the-Middle,IT,47.01,940513,Unknown,Unpatched Software,Encryption,10,Medium,49.98,Before 2020,0.658
Russia,2021,Man-in-the-Middle,Banking,18.66,292992,Insider,Zero-day,Encryption,15,Low,63.69,2020 & After,0.229
Germany,2024,Malware,Telecommunications,79.72,639779,Nation-state,Zero-day,Antivirus,6,Medium,124.61,2020 & After,0.734
Australia,2019,DDoS,Banking,29.85,949862,Hacker Group,Weak Passwords,Firewall,25,Low,31.43,Before 2020,0.559
USA,2021,Phishing,Healthcare,0.92,260396,Hacker Group,Zero-day,Antivirus,16,Low,3.53,2020 & After,0.11
Australia,2024,Phishing,IT,92.48,215376,Nation-state,Social Engineering,Firewall,18,High,429.39,2020 & After,0.641
France,2016,DDoS,Telecommunications,20.09,689397,Insider,Social Engineering,AI-based Detection,68,Low,29.14,Before 2020,0.396
Brazil,2016,SQL Injection,Education,16.24,238092,Nation-state,Zero-day,AI-based Detection,32,Low,68.21,Before 2020,0.193
India,2019,Phishing,Banking,18.42,289539,Nation-state,Unpatched Software,Antivirus,27,Low,63.62,Before 2020,0.226
Russia,2020,DDoS,Healthcare,49.02,382327,Insider,Zero-day,VPN,30,Medium,128.21,2020 & After,0.447
Australia,2018,Phishing,Government,12.43,605810,Unknown,Zero-day,Firewall,41,Low,20.52,Before 2020,0.317
Australia,2019,DDoS,Banking,1.27,588345,Insider,Unpatched Software,Firewall,49,Low,2.16,Before 2020,0.243
UK,2019,Phishing,Government,21.58,831367,Insider,Social Engineering,Antivirus,55,Low,25.96,Before 2020,0.462
Brazil,2019,Man-in-the-Middle,Banking,14.64,880671,Hacker Group,Social Engineering,Firewall,66,Low,16.62,Before 2020,0.44
France,2023,DDoS,Retail,92.32,418211,Insider,Unpatched Software,Encryption,39,High,220.75,2020 & After,0.721
France,2022,Man-in-the-Middle,Retail,31.4,264380,Insider,Zero-day,VPN,37,Low,118.77,2020 & After,0.294
Brazil,2017,Phishing,Banking,9.25,437974,Hacker Group,Zero-day,Encryption,20,Low,21.12,Before 2020,0.231
India,2021,Phishing,IT,37.1,713949,Hacker Group,Unpatched Software,Antivirus,71,Low,51.96,2020 & After,0.508
USA,2022,SQL Injection,IT,8.5,523164,Hacker Group,Weak Passwords,AI-based Detection,30,Low,16.25,2020 & After,0.26
UK,2015,DDoS,Telecommunications,85.23,193852,Insider,Zero-day,VPN,54,High,439.67,Before 2020,0.589
UK,2024,DDoS,Retail,14.09,655640,Nation-state,Zero-day,Firewall,61,Low,21.49,2020 & After,0.347
France,2021,Phishing,IT,76.02,573328,Insider,Zero-day,AI-based Detection,10,Medium,132.59,2020 & After,0.686
UK,2019,Malware,Government,46.27,798717,Hacker Group,Social Engineering,Encryption,10,Medium,57.93,Before 2020,0.597
Brazil,2019,DDoS,Telecommunications,59.86,899413,Nation-state,Weak Passwords,Encryption,11,Medium,66.55,Before 2020,0.719
France,2017,SQL Injection,Healthcare,18.75,436009,Nation-state,Social Engineering,AI-based Detection,44,Low,43,Before 2020,0.287
UK,2020,SQL Injection,Retail,56.3,142291,Nation-state,Weak Passwords,VPN,29,Medium,395.67,2020 & After,0.395
Germany,2019,Man-in-the-Middle,Government,64.8,276197,Unknown,Zero-day,Firewall,2,Medium,234.62,Before 2020,0.499
Russia,2020,Ransomware,IT,33.61,807918,Hacker Group,Social Engineering,Antivirus,37,Low,41.6,2020 & After,0.525
France,2021,Man-in-the-Middle,Telecommunications,90.99,483484,Hacker Group,Unpatched Software,VPN,2,High,188.2,2020 & After,0.739
Russia,2015,Ransomware,IT,41.79,7290,Insider,Weak Passwords,AI-based Detection,32,Medium,5732.51,Before 2020,0.254
India,2022,DDoS,IT,38.69,333967,Insider,Zero-day,Firewall,26,Low,115.85,2020 & After,0.366
China,2020,Man-in-the-Middle,Education,84.4,840118,Hacker Group,Zero-day,Encryption,58,High,100.46,2020 & After,0.843
USA,2024,Malware,Healthcare,69.46,187312,Nation-state,Zero-day,VPN,58,Medium,370.83,2020 & After,0.492
Brazil,2024,DDoS,IT,34.46,470727,Unknown,Weak Passwords,Firewall,8,Low,73.21,2020 & After,0.395
India,2023,Malware,Education,95.97,629490,Hacker Group,Zero-day,VPN,38,High,152.46,2020 & After,0.828
France,2021,SQL Injection,Government,98.76,904598,Hacker Group,Social Engineering,AI-based Detection,11,High,109.18,2020 & After,0.955
USA,2017,Ransomware,Education,12.59,820632,Unknown,Social Engineering,AI-based Detection,65,Low,15.34,Before 2020,0.404
Japan,2019,DDoS,Retail,78.78,214152,Insider,Weak Passwords,Firewall,7,Medium,367.87,Before 2020,0.558
Australia,2024,DDoS,Banking,21.11,18766,Insider,Weak Passwords,Firewall,43,Low,1124.91,2020 & After,0.134
France,2020,Malware,Banking,50.19,760230,Nation-state,Zero-day,VPN,56,Medium,66.02,2020 & After,0.605
India,2021,Ransomware,Healthcare,76.83,603402,Insider,Zero-day,AI-based Detection,57,Medium,127.33,2020 & After,0.702
France,2020,Man-in-the-Middle,Healthcare,17.49,693907,Hacker Group,Zero-day,AI-based Detection,54,Low,25.21,2020 & After,0.383
Brazil,2017,SQL Injection,Banking,66.78,698892,Unknown,Zero-day,AI-based Detection,24,Medium,95.55,Before 2020,0.68
UK,2015,Phishing,IT,24.17,64082,Unknown,Social Engineering,Antivirus,16,Low,377.17,Before 2020,0.171
USA,2022,Ransomware,IT,38.84,687052,Nation-state,Unpatched Software,Encryption,34,Low,56.53,2020 & After,0.508
Russia,2018,Phishing,Government,14.98,417488,Hacker Group,Weak Passwords,Encryption,23,Low,35.88,Before 2020,0.257
Germany,2020,Ransomware,Telecommunications,15.14,970038,Nation-state,Zero-day,Firewall,47,Low,15.61,2020 & After,0.479
Japan,2016,SQL Injection,Government,10.4,240441,Unknown,Zero-day,Antivirus,17,Low,43.25,Before 2020,0.159
India,2020,Man-in-the-Middle,Banking,59.67,747418,Insider,Unpatched Software,VPN,20,Medium,79.83,2020 & After,0.657
Japan,2019,Malware,Retail,36.66,977185,Insider,Social Engineering,Antivirus,71,Low,37.52,Before 2020,0.611
India,2019,Malware,Retail,58.98,267401,Unknown,Zero-day,Firewall,20,Medium,220.57,Before 2020,0.461
Germany,2022,Ransomware,Retail,19.47,496271,Hacker Group,Unpatched Software,AI-based Detection,20,Low,39.23,2020 & After,0.315
France,2015,Phishing,Banking,64.62,104619,Insider,Unpatched Software,Antivirus,68,Medium,617.67,Before 2020,0.43
Russia,2024,Ransomware,Healthcare,98.25,877571,Insider,Weak Passwords,Antivirus,19,High,111.96,2020 & After,0.941
Japan,2020,Ransomware,Healthcare,41.88,93314,Hacker Group,Unpatched Software,VPN,24,Medium,448.81,2020 & After,0.289
Brazil,2020,DDoS,Government,13.22,790415,Hacker Group,Zero-day,Encryption,52,Low,16.73,2020 & After,0.396
Germany,2020,Ransomware,IT,54.65,107180,Nation-state,Zero-day,Antivirus,68,Medium,509.89,2020 & After,0.371
Japan,2018,Phishing,IT,72.01,401960,Nation-state,Unpatched Software,VPN,44,Medium,179.15,Before 2020,0.593
USA,2020,Ransomware,Telecommunications,93.89,602474,Unknown,Social Engineering,VPN,71,High,155.84,2020 & After,0.804
Australia,2024,Phishing,Education,18.64,701144,Hacker Group,Unpatched Software,Antivirus,41,Low,26.59,2020 & After,0.392
UK,2024,Malware,Education,64.05,116714,Insider,Social Engineering,Encryption,37,Medium,548.78,2020 & After,0.431
France,2016,Man-in-the-Middle,IT,41.79,453408,Nation-state,Social Engineering,VPN,8,Medium,92.17,Before 2020,0.432
UK,2022,Phishing,Retail,13.37,40843,Unknown,Weak Passwords,Encryption,66,Low,327.35,2020 & After,0.097
Australia,2015,Man-in-the-Middle,Healthcare,1.62,336650,Hacker Group,Zero-day,VPN,35,Low,4.81,Before 2020,0.144
China,2017,Phishing,Healthcare,92.64,911233,Hacker Group,Weak Passwords,AI-based Detection,18,High,101.66,Before 2020,0.921
Brazil,2023,Ransomware,Telecommunications,32.18,812908,Hacker Group,Weak Passwords,Antivirus,12,Low,39.59,2020 & After,0.518
China,2019,SQL Injection,Education,64.26,796878,Nation-state,Zero-day,Antivirus,26,Medium,80.64,Before 2020,0.704
Japan,2023,Man-in-the-Middle,Government,81.57,738014,Unknown,Social Engineering,Antivirus,24,High,110.53,2020 & After,0.785
USA,2021,DDoS,Education,87.32,315915,Nation-state,Social Engineering,Antivirus,52,High,276.4,2020 & After,0.65
China,2022,Ransomware,Education,70.44,164734,Nation-state,Unpatched Software,Firewall,7,Medium,427.6,2020 & After,0.489
India,2024,Man-in-the-Middle,IT,1.75,617939,Unknown,Zero-day,Firewall,22,Low,2.83,2020 & After,0.258
Germany,2021,Phishing,Healthcare,96.81,374164,Hacker Group,Weak Passwords,Antivirus,53,High,258.74,2020 & After,0.731
USA,2020,Phishing,Banking,74.51,332766,Hacker Group,Weak Passwords,Antivirus,53,Medium,223.91,2020 & After,0.58
Brazil,2018,Phishing,Healthcare,2.52,414899,Unknown,Weak Passwords,Encryption,37,Low,6.07,Before 2020,0.181
Brazil,2017,DDoS,Retail,81.63,140371,Hacker Group,Zero-day,Encryption,13,High,581.53,Before 2020,0.546
Australia,2019,Ransomware,Education,43.53,729109,Insider,Weak Passwords,VPN,22,Medium,59.7,Before 2020,0.553
UK,2020,DDoS,Education,84.28,776200,Unknown,Weak Passwords,Encryption,49,High,108.58,2020 & After,0.816
Russia,2019,Phishing,Healthcare,17.6,839921,Unknown,Zero-day,Antivirus,5,Low,20.95,Before 2020,0.442
France,2019,Malware,Education,31.35,312314,Unknown,Social Engineering,AI-based Detection,35,Low,100.38,Before 2020,0.313
Australia,2024,Man-in-the-Middle,Healthcare,65.72,299613,Hacker Group,Zero-day,Firewall,20,Medium,219.35,2020 & After,0.514
India,2016,Phishing,Banking,43.81,250482,Insider,Weak Passwords,VPN,20,Medium,174.9,Before 2020,0.363
Brazil,2021,DDoS,Banking,84.41,230110,Unknown,Social Engineering,Antivirus,51,High,366.82,2020 & After,0.599
Australia,2015,SQL Injection,Retail,55.78,852650,Nation-state,Social Engineering,AI-based Detection,50,Medium,65.42,Before 2020,0.676
Germany,2024,DDoS,Telecommunications,67.47,337890,Unknown,Weak Passwords,Antivirus,35,Medium,199.68,2020 & After,0.54
Japan,2016,Malware,Education,8.08,557108,Nation-state,Zero-day,Firewall,17,Low,14.5,Before 2020,0.271
Australia,2022,DDoS,Telecommunications,46.2,299968,Insider,Zero-day,Antivirus,46,Medium,154.02,2020 & After,0.397
China,2022,Phishing,Telecommunications,72.06,459296,Nation-state,Weak Passwords,AI-based Detection,13,Medium,156.89,2020 & After,0.616
India,2019,Ransomware,Telecommunications,90.48,46972,Nation-state,Social Engineering,VPN,23,High,1926.25,Before 2020,0.562
UK,2022,Malware,Healthcare,21.26,602041,Hacker Group,Unpatched Software,AI-based Detection,25,Low,35.31,2020 & After,0.368
Japan,2016,Phishing,Banking,82.93,36797,Insider,Unpatched Software,VPN,2,High,2253.72,Before 2020,0.512
China,2021,SQL Injection,Healthcare,23.15,730762,Insider,Social Engineering,VPN,19,Low,31.68,2020 & After,0.431
Russia,2016,Malware,Government,66.19,91194,Hacker Group,Unpatched Software,Encryption,72,Medium,725.82,Before 2020,0.434
India,2015,SQL Injection,Banking,95.81,42883,Unknown,Zero-day,Encryption,37,High,2234.22,Before 2020,0.592
UK,2024,SQL Injection,Retail,48.33,422592,Nation-state,Unpatched Software,VPN,37,Medium,114.37,2020 & After,0.459
India,2015,Man-in-the-Middle,Healthcare,29.54,837320,Unknown,Social Engineering,VPN,14,Low,35.28,Before 2020,0.512
USA,2020,Phishing,Banking,44.08,708034,Unknown,Zero-day,AI-based Detection,39,Medium,62.26,2020 & After,0.548
Japan,2024,Phishing,IT,91.71,47841,Hacker Group,Weak Passwords,Antivirus,23,High,1916.97,2020 & After,0.569
Japan,2015,SQL Injection,Banking,73.94,274703,Nation-state,Social Engineering,Encryption,6,Medium,269.16,Before 2020,0.554
Australia,2021,Malware,Healthcare,10.35,776819,Insider,Unpatched Software,VPN,64,Low,13.32,2020 & After,0.373
Germany,2019,Man-in-the-Middle,IT,89.6,544648,Unknown,Weak Passwords,Antivirus,47,High,164.51,Before 2020,0.756
China,2024,Man-in-the-Middle,Government,11.99,735203,Insider,Zero-day,VPN,66,Low,16.31,2020 & After,0.366
India,2018,SQL Injection,Education,77.02,424342,Unknown,Social Engineering,Antivirus,57,Medium,181.5,Before 2020,0.632
Russia,2018,Malware,Retail,78.82,155353,Unknown,Weak Passwords,VPN,67,Medium,507.36,Before 2020,0.535
Germany,2020,DDoS,Banking,64.64,735855,Insider,Unpatched Software,Firewall,23,Medium,87.84,2020 & After,0.682
France,2016,Man-in-the-Middle,IT,11.91,765453,Unknown,Social Engineering,Antivirus,39,Low,15.56,Before 2020,0.378
